Model year,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating
0.0,-1.2408908627482185,-1.403825924544636,-1.3154024730174405,1.5408778618687946,-1.3067202036308547,1.248332775890034,0.7243589989071832
0.0,-0.9437905884385409,-1.3033966982164038,-1.115515924498509,1.110430200051196,-1.1378811098669066,1.248332775890034,-0.03953924666523955
0.0,-0.2175454734593295,-0.399533661262315,-0.27599242071899627,0.10605232247679972,-0.3105695504235607,0.38451511005208766,-0.03953924666523955
0.0,0.2776216503901329,0.15282708354296118,0.24371260543022524,-0.46787789327999824,0.2465994589974681,-0.4793025557858587,-0.8034374922376624
0.0,0.6737553494697033,1.0566901204970491,0.7234403218756613,-0.7548430011583972,0.7193489215365229,-0.4793025557858587,-0.8034374922376624
0.0,-0.25055661504929355,-0.24888982176996743,-0.27599242071899627,0.10605232247679972,-0.2768017316707711,0.38451511005208766,-0.03953924666523955
0.0,-0.15152319027940084,0.0021832440506127245,-0.11608318190385092,-0.18091278540159927,-0.12484654728321777,0.38451511005208766,-0.03953924666523955
0.0,-0.6797014557188279,-1.002109019231708,-0.8356747565720047,0.6799825382335977,-0.8170868317154051,0.38451511005208766,0.7243589989071832
0.0,0.11256594244031214,-0.5501775007546634,-0.1560604916076378,-0.03743023146239978,-0.12484654728321777,0.38451511005208766,-0.8034374922376624
0.0,-0.15152319027940084,-0.34931904809819914,-0.2360151110152101,-0.03743023146239978,-0.24303391291798146,0.38451511005208766,-0.8034374922376624
0.0,-0.31657889822922164,-0.4999628875905476,-0.39592434983035546,0.10605232247679972,-0.3949890973055348,0.38451511005208766,0.7243589989071832
0.0,0.4096662167499897,0.4541147625276572,0.4435991539491568,-0.6113604472191977,0.44920637151420584,-0.4793025557858587,-0.8034374922376624
0.0,0.6077330662897746,0.6549732151841214,0.6035083927643021,-0.7548430011583972,0.618045465278154,-0.4793025557858587,-0.8034374922376624
0.0,0.04654365926038404,-0.4497482744264317,-0.11608318190385092,-0.18091278540159927,-0.1417304566596126,0.38451511005208766,-2.331233983382508
0.0,1.763123021938521,1.0566901204970491,1.5229865159513873,-1.1852906629759956,1.529776571603474,-1.343120221623805,-2.331233983382508
0.0,1.5650561723987355,0.805617054676469,1.323099967432456,-1.1852906629759956,1.3102857497103413,-1.343120221623805,-2.331233983382508
0.0,1.4330116060388793,1.3077631863176293,1.4030545868400282,-1.1852906629759956,1.5466604809798685,-1.343120221623805,-2.331233983382508
0.0,-0.4156123229991144,-0.7008213402470115,-0.5558335886455008,0.3930174303551987,-0.5300603723166932,0.38451511005208766,-0.8034374922376624
